QuestionId_Answer,QuestionId,ConstructId,ConstructName,SubjectId,SubjectName,QuestionText,Answer,AnswerText,Correct,CorrectAnswer,CorrectAnswerText,FirstSubjectId,FirstSubjectName,SecondSubjectId,SecondSubjectName,ThirdSubjectId,ThirdSubjectName,MisconceptionId
263_B,263,435,Subtract proper fractions with different denominators which do not share a common factor,230,Adding and Subtracting Fractions,"\(
\frac{2}{3}-\frac{1}{10}=\frac{\bigstar}{30}
\)
What should replace the star?",B,\( 19 \),0,C,\( 17 \),32,Number,39,Fractions,230,Adding and Subtracting Fractions,2234.0
263_D,263,435,Subtract proper fractions with different denominators which do not share a common factor,230,Adding and Subtracting Fractions,"\(
\frac{2}{3}-\frac{1}{10}=\frac{\bigstar}{30}
\)
What should replace the star?",D,\( 1 \),0,C,\( 17 \),32,Number,39,Fractions,230,Adding and Subtracting Fractions,172.0
264_A,264,3032,Understand inequality notation,165,Inequalities on Number Lines,"Which of the following shows "" \( x \) is greater than or equal to \( 6 \) ""?",A,\( x>6 \),0,D,\( x \geq 6 \),49,Algebra,59,Inequalities,165,Inequalities on Number Lines,1660.0
264_B,264,3032,Understand inequality notation,165,Inequalities on Number Lines,"Which of the following shows "" \( x \) is greater than or equal to \( 6 \) ""?",B,\( x \leq 6 \),0,D,\( x \geq 6 \),49,Algebra,59,Inequalities,165,Inequalities on Number Lines,1880.0
265_A,265,2331,Calculate the volume of a cone where the dimensions are all given in the same units,1649,Volume of Non-Prisms,"STEP \( 2 \)

Jessica is trying to work out the volume of this cone. ![A cone with the slant height labelled 9cm, the perpendicular height labelled h and half the cone's base (forming a right angled triangle with the slant and perpendicular heights) is labelled 6cm.]() First she needs the perpendicular height.

Which of the following equations is true?",A,\( h^{2}=9^{2}+6^{2} \),0,B,\( h^{2}=9^{2}-6^{2} \),71,Geometry and Measure,100,Volume and Surface Area,1649,Volume of Non-Prisms,2517.0
265_D,265,2331,Calculate the volume of a cone where the dimensions are all given in the same units,1649,Volume of Non-Prisms,"STEP \( 2 \)

Jessica is trying to work out the volume of this cone. ![A cone with the slant height labelled 9cm, the perpendicular height labelled h and half the cone's base (forming a right angled triangle with the slant and perpendicular heights) is labelled 6cm.]() First she needs the perpendicular height.

Which of the following equations is true?",D,\( h^{2}=12^{2}-9^{2} \),0,B,\( h^{2}=9^{2}-6^{2} \),71,Geometry and Measure,100,Volume and Surface Area,1649,Volume of Non-Prisms,307.0
266_B,266,444,Multiply mixed number fractions in the form: Fraction × Integer,231,Multiplying Fractions,"\(
1 \frac{2}{3} \times 2
\)
Which of the following is a correct way to write the answer to this calculation?",B,\( 2 \frac{2}{3} \),0,A,\( 3 \frac{1}{3} \),32,Number,39,Fractions,231,Multiplying Fractions,1807.0
266_D,266,444,Multiply mixed number fractions in the form: Fraction × Integer,231,Multiplying Fractions,"\(
1 \frac{2}{3} \times 2
\)
Which of the following is a correct way to write the answer to this calculation?",D,\( 2 \frac{4}{6} \),0,A,\( 3 \frac{1}{3} \),32,Number,39,Fractions,231,Multiplying Fractions,1976.0
267_B,267,559,Calculate questions involving the power law of indices with positive integer powers,247,Laws of Indices,\( \left(5^{4}\right)^{3}= \),B,\( 5^{7} \),0,A,\( 5^{12} \),32,Number,40,"Indices, Powers and Roots",247,Laws of Indices,2524.0
267_C,267,559,Calculate questions involving the power law of indices with positive integer powers,247,Laws of Indices,\( \left(5^{4}\right)^{3}= \),C,\( 125^{12} \),0,A,\( 5^{12} \),32,Number,40,"Indices, Powers and Roots",247,Laws of Indices,2473.0
267_D,267,559,Calculate questions involving the power law of indices with positive integer powers,247,Laws of Indices,\( \left(5^{4}\right)^{3}= \),D,None of these options,0,A,\( 5^{12} \),32,Number,40,"Indices, Powers and Roots",247,Laws of Indices,1921.0
268_A,268,2707,Follow simple directions to translate a shape or object using words not vectors,95,Translation and Vectors,"If you translate the star \( 2 \) squares left and \( 3 \) squares down, which letter do you land on? ![A set of axes: x-axis from 0 to 8, y-axis from 0 to 8. A yellow star is at point (4, 4). Point A is at (6, 1), Point B is at (2, 1), Point C is at (2, 2), Point D is at (1, 2). ]()",A,A,0,B,B,71,Geometry and Measure,278,Transformations,95,Translation and Vectors,1269.0
268_D,268,2707,Follow simple directions to translate a shape or object using words not vectors,95,Translation and Vectors,"If you translate the star \( 2 \) squares left and \( 3 \) squares down, which letter do you land on? ![A set of axes: x-axis from 0 to 8, y-axis from 0 to 8. A yellow star is at point (4, 4). Point A is at (6, 1), Point B is at (2, 1), Point C is at (2, 2), Point D is at (1, 2). ]()",D,D,0,B,B,71,Geometry and Measure,278,Transformations,95,Translation and Vectors,563.0
269_A,269,382,Convert decimals less than 1 with 3 or more decimal place to percentages,239,Converting between Decimals and Percentages,How do you write \( 0.909 \) as a percentage?,A,\( 99 \% \),0,C,\( 90.9 \% \),32,Number,38,"Fractions, Decimals and Percentage Equivalence",239,Converting between Decimals and Percentages,539.0
269_B,269,382,Convert decimals less than 1 with 3 or more decimal place to percentages,239,Converting between Decimals and Percentages,How do you write \( 0.909 \) as a percentage?,B,\( 909 \% \),0,C,\( 90.9 \% \),32,Number,38,"Fractions, Decimals and Percentage Equivalence",239,Converting between Decimals and Percentages,364.0
270_A,270,1075,Solve positive quadratic inequalities by balancing e.g x² ≤ a,168,Solving Quadratic Inequalities,"Which of the following is the correct solution to the inequality?

\(
x^{2}<16
\)",A,\( \{x<-4\} \cup\{x>4\} \),0,B,\( \{-4<x<4\} \),49,Algebra,59,Inequalities,168,Solving Quadratic Inequalities,1880.0
270_C,270,1075,Solve positive quadratic inequalities by balancing e.g x² ≤ a,168,Solving Quadratic Inequalities,"Which of the following is the correct solution to the inequality?

\(
x^{2}<16
\)",C,\( \{x<4\} \),0,B,\( \{-4<x<4\} \),49,Algebra,59,Inequalities,168,Solving Quadratic Inequalities,2577.0
270_D,270,1075,Solve positive quadratic inequalities by balancing e.g x² ≤ a,168,Solving Quadratic Inequalities,"Which of the following is the correct solution to the inequality?

\(
x^{2}<16
\)",D,\( \{-8<x<8\} \),0,B,\( \{-4<x<4\} \),49,Algebra,59,Inequalities,168,Solving Quadratic Inequalities,2316.0
271_A,271,2480,Identify a prism from a diagram,189,Volume of Prisms,"Tom and Katie are arguing about prisms.

Tom says this shape is a prism.                                                   Katie says this shape is a prism. ![A square based pyramid for Tom. A cone for Katie.]() Who is correct?",A,Only Tom,0,D,Neither is correct,71,Geometry and Measure,100,Volume and Surface Area,189,Volume of Prisms,2241.0
271_B,271,2480,Identify a prism from a diagram,189,Volume of Prisms,"Tom and Katie are arguing about prisms.

Tom says this shape is a prism.                                                   Katie says this shape is a prism. ![A square based pyramid for Tom. A cone for Katie.]() Who is correct?",B,Only Katie,0,D,Neither is correct,71,Geometry and Measure,100,Volume and Surface Area,189,Volume of Prisms,1927.0
271_C,271,2480,Identify a prism from a diagram,189,Volume of Prisms,"Tom and Katie are arguing about prisms.

Tom says this shape is a prism.                                                   Katie says this shape is a prism. ![A square based pyramid for Tom. A cone for Katie.]() Who is correct?",C,Both Tom and Katie,0,D,Neither is correct,71,Geometry and Measure,100,Volume and Surface Area,189,Volume of Prisms,1927.0
272_B,272,1328,Identify vertical reflections in the form f(x) = for non-trigonometric functions,164,Transformations of functions in the form f(x),"What transformation maps the graph of
\(y=f(x)\)
to the graph of
\(y=-f(x)\)",B,"Reflection in the
\[
y \text {-axis }
\]",0,A,"Reflection in the
\[
x \text {-axis }
\]",49,Algebra,68,Transformation of Functions,164,Transformations of functions in the form f(x),594.0
272_C,272,1328,Identify vertical reflections in the form f(x) = for non-trigonometric functions,164,Transformations of functions in the form f(x),"What transformation maps the graph of
\(y=f(x)\)
to the graph of
\(y=-f(x)\)",C,"Reflection in the line
\[
y=x
\]",0,A,"Reflection in the
\[
x \text {-axis }
\]",49,Algebra,68,Transformation of Functions,164,Transformations of functions in the form f(x),47.0
272_D,272,1328,Identify vertical reflections in the form f(x) = for non-trigonometric functions,164,Transformations of functions in the form f(x),"What transformation maps the graph of
\(y=f(x)\)
to the graph of
\(y=-f(x)\)",D,"Reflection in the line
\[
y=-x
\]",0,A,"Reflection in the
\[
x \text {-axis }
\]",49,Algebra,68,Transformation of Functions,164,Transformations of functions in the form f(x),1303.0
273_B,273,1741,Recognise the angles on a straight line relationship,181,"Basic Angle Facts (straight line, opposite, around a point, etc)","![Two angles meeting on a straight line, labelled a degrees and b degrees]() Which of the following is true?",B,\( a+b=360^{\circ} \),0,A,\( a+b=180^{\circ} \),71,Geometry and Measure,74,Angles,181,"Basic Angle Facts (straight line, opposite, around a point, etc)",2362.0
273_C,273,1741,Recognise the angles on a straight line relationship,181,"Basic Angle Facts (straight line, opposite, around a point, etc)","![Two angles meeting on a straight line, labelled a degrees and b degrees]() Which of the following is true?",C,\( a=b \),0,A,\( a+b=180^{\circ} \),71,Geometry and Measure,74,Angles,181,"Basic Angle Facts (straight line, opposite, around a point, etc)",8.0
273_D,273,1741,Recognise the angles on a straight line relationship,181,"Basic Angle Facts (straight line, opposite, around a point, etc)","![Two angles meeting on a straight line, labelled a degrees and b degrees]() Which of the following is true?",D,\( a+b=90^{\circ} \),0,A,\( a+b=180^{\circ} \),71,Geometry and Measure,74,Angles,181,"Basic Angle Facts (straight line, opposite, around a point, etc)",9.0
274_A,274,1137,Use a linear sequence expressed as a pattern to make a prediction about another term in the sequence other than the next one,171,Linear Sequences (nth term),"Here are the first \( 4 \) terms of a linear sequence. ![A sequence of 4 patterns, that are the first 4 terms of a sequence. The first  pattern is a rectangle, made of 3 squares stacked vertically. The second  pattern is an L shape made of 4 squares, it is the same as the first pattern but with 1 square stuck to the right of the square that is at the bottom of the rectangle. The 3rd pattern is an L shape made of 5 squares. It is the same as the 2nd pattern but with 1 more square added to the right of the squares at the bottom. The 4th pattern is an L shape made of 6 squares. It is the same as the 3rd pattern but with 1 more square added to the right of the squares at the bottom ]() How many squares would be in the \( 10^{\text {th }} \) term?",A,\( 30 \),0,C,\( 12 \),49,Algebra,61,Sequences,171,Linear Sequences (nth term),1582.0
275_B,275,306,Subtract decimals where the numbers involved have a different number of decimal places,223,Adding and Subtracting with Decimals,\( 50.09-0.1= \),B,\( 50.99 \),0,A,\( 49.99 \),32,Number,36,Decimals,223,Adding and Subtracting with Decimals,699.0
275_C,275,306,Subtract decimals where the numbers involved have a different number of decimal places,223,Adding and Subtracting with Decimals,\( 50.09-0.1= \),C,\( 50.08 \),0,A,\( 49.99 \),32,Number,36,Decimals,223,Adding and Subtracting with Decimals,2346.0
276_A,276,2934,Identify the regions on a double Venn diagram given in set notation,344,Venn Diagrams,"Which element(s) is/are in \( P^{\prime} \) ? ![A diagram showing a Venn diagram of 2 circles. The left circle is for Set P and contains crisps in its left part, sweets in the intersection. The right circle is for set Q and contains pizza in its right part, sweets in the intersection. Outside of the circles it says chocolate.]()",A,crisps,0,C,pizza & chocolate,101,Data and Statistics,342,Data Representation,344,Venn Diagrams,564.0
276_D,276,2934,Identify the regions on a double Venn diagram given in set notation,344,Venn Diagrams,"Which element(s) is/are in \( P^{\prime} \) ? ![A diagram showing a Venn diagram of 2 circles. The left circle is for Set P and contains crisps in its left part, sweets in the intersection. The right circle is for set Q and contains pizza in its right part, sweets in the intersection. Outside of the circles it says chocolate.]()",D,"sweets, pizza & chocolate",0,C,pizza & chocolate,101,Data and Statistics,342,Data Representation,344,Venn Diagrams,42.0
277_A,277,1507,Solve a linear equation using a function machine,64,Linear Equations,"Look at the function machine. ![An image of two function machines. The first function machine has x as the input. The first function is divide by 3 and the second is +4. The output is 5. The second function machine is the reverse of the first so now 5 is the input but the two function boxes have been left blank.]() What would be the correct steps to solve this equation?
\(\frac{x}{3}+4=5\)",A,\( \begin{array}{l}\times 3 \\ -4\end{array} \),0,D,\( \begin{array}{l}-4 \\ \times 3\end{array} \),49,Algebra,154,Solving Equations,64,Linear Equations,1026.0
278_A,278,1034,Represent a linear inequality in the form a ≤ x ≤ b (and other sign arrangements) on a numberline,165,Inequalities on Number Lines,Which number line represents \( -3<x \leq 1 \) ?,A,"![A number line with a hollow circle above -3 and an arrow coming out of it over the numbers -4, -5 etc and a filled in circle above 1 with an arrow coming out of it over the numbers 2, 3, 4, 5 etc.]()",0,B,![A number line with a hollow circle above -3 connected to a filled in circle above 1.](),49,Algebra,59,Inequalities,165,Inequalities on Number Lines,1880.0
278_D,278,1034,Represent a linear inequality in the form a ≤ x ≤ b (and other sign arrangements) on a numberline,165,Inequalities on Number Lines,Which number line represents \( -3<x \leq 1 \) ?,D,![A number line with a filled in circle above -3 connected to a hollow circle above 1.](),0,B,![A number line with a hollow circle above -3 connected to a filled in circle above 1.](),49,Algebra,59,Inequalities,165,Inequalities on Number Lines,550.0
279_A,279,1739,Use a protractor to measure angles between 270° and 360°,180,Measuring Angles,Which diagram shows an angle of \( 325^{\circ} \) ?,A,"![A 180 degree protractor (straight edge at the bottom) with 2 red lines and a blue sector marking out a reflex angle. The angle is between the red line that is at 0 (inner scale) and 180 (outer scale) on the right of the protractor, clockwise around to the red line that is half way between 160 and 150 (inner scale) and halfway between 20 and 30 (outer scale).]()",0,D,"![A 180 degree protractor (straight edge at the bottom) with 2 red lines and a blue sector marking out a reflex angle. The angle is between the red line that is at 0 (inner scale) and 180 (outer scale) on the right of the protractor, clockwise around to the red line that is half way between 40 and 30 (inner scale) and halfway between 140 and 150 (outer scale).]()",71,Geometry and Measure,74,Angles,180,Measuring Angles,1188.0
279_B,279,1739,Use a protractor to measure angles between 270° and 360°,180,Measuring Angles,Which diagram shows an angle of \( 325^{\circ} \) ?,B,"![A 180 degree protractor (straight edge at the bottom) with 2 red lines and a blue sector marking out a reflex angle. The angle is between the red line that is at 0 (inner scale) and 180 (outer scale) on the right of the protractor, clockwise around to the red line that is half way between 30 and 20 (inner scale) and halfway between 150 and 160 (outer scale).]()",0,D,"![A 180 degree protractor (straight edge at the bottom) with 2 red lines and a blue sector marking out a reflex angle. The angle is between the red line that is at 0 (inner scale) and 180 (outer scale) on the right of the protractor, clockwise around to the red line that is half way between 40 and 30 (inner scale) and halfway between 140 and 150 (outer scale).]()",71,Geometry and Measure,74,Angles,180,Measuring Angles,2251.0
279_C,279,1739,Use a protractor to measure angles between 270° and 360°,180,Measuring Angles,Which diagram shows an angle of \( 325^{\circ} \) ?,C,"![A 180 degree protractor (straight edge at the bottom) with 2 red lines and a blue sector marking out a reflex angle. The angle is between the red line that is at 0 (inner scale) and 180 (outer scale) on the right of the protractor, clockwise around to the red line that is half way between 150 and 140 (inner scale) and halfway between 30 and 40 (outer scale).]()",0,D,"![A 180 degree protractor (straight edge at the bottom) with 2 red lines and a blue sector marking out a reflex angle. The angle is between the red line that is at 0 (inner scale) and 180 (outer scale) on the right of the protractor, clockwise around to the red line that is half way between 40 and 30 (inner scale) and halfway between 140 and 150 (outer scale).]()",71,Geometry and Measure,74,Angles,180,Measuring Angles,1188.0
280_A,280,1754,Recognise the notation for parallel lines,262,Parallel Lines,The two lines marked are... ![Trapezium with parallel sides labelled](),A,Perpendicular,0,D,Parallel,49,Algebra,54,Straight Line Graphs,262,Parallel Lines,1917.0
280_B,280,1754,Recognise the notation for parallel lines,262,Parallel Lines,The two lines marked are... ![Trapezium with parallel sides labelled](),B,Vertical,0,D,Parallel,49,Algebra,54,Straight Line Graphs,262,Parallel Lines,1480.0
280_C,280,1754,Recognise the notation for parallel lines,262,Parallel Lines,The two lines marked are... ![Trapezium with parallel sides labelled](),C,Equal,0,D,Parallel,49,Algebra,54,Straight Line Graphs,262,Parallel Lines,1480.0
281_B,281,1501,Carry out the first stage in an iteration solution,69,Trial and Improvement and Iterative Methods,"The area of the rectangle on the right is \( 8 \mathrm{~cm}^{2} \).

To find the value of \( x \), Sally uses:
\(x_{n+1}=\frac{8}{9}-\frac{x_{n}{ }^{3}}{9}\)

If \( x_{0}=0 \), what does \( x_{1} \) equal? ![A rectangle with the base labelled x and the perpendicular height labelled x^2 + 9]()",B,\( \frac{7}{9} \),0,A,\( \frac{8}{9} \),49,Algebra,154,Solving Equations,69,Trial and Improvement and Iterative Methods,1278.0
282_A,282,2391,Describe the properties of a rhombus,88,Properties of Quadrilaterals,"\( A B C D \) is a rhombus.
Which lines must be perpendicular? ![Tilted rhombus with top left vertex labelled A, top right vertex labelled B, bottom left vertex labelled D and bottom right vertex labelled C.]()",A,\( A B \) and \( B C \),0,B,\( A C \) and \( D B \),71,Geometry and Measure,174,2D Names and Properties of Shapes,88,Properties of Quadrilaterals,2102.0
282_C,282,2391,Describe the properties of a rhombus,88,Properties of Quadrilaterals,"\( A B C D \) is a rhombus.
Which lines must be perpendicular? ![Tilted rhombus with top left vertex labelled A, top right vertex labelled B, bottom left vertex labelled D and bottom right vertex labelled C.]()",C,\( A B \) and \( D C \),0,B,\( A C \) and \( D B \),71,Geometry and Measure,174,2D Names and Properties of Shapes,88,Properties of Quadrilaterals,1917.0
282_D,282,2391,Describe the properties of a rhombus,88,Properties of Quadrilaterals,"\( A B C D \) is a rhombus.
Which lines must be perpendicular? ![Tilted rhombus with top left vertex labelled A, top right vertex labelled B, bottom left vertex labelled D and bottom right vertex labelled C.]()",D,None of them,0,B,\( A C \) and \( D B \),71,Geometry and Measure,174,2D Names and Properties of Shapes,88,Properties of Quadrilaterals,2493.0
283_A,283,947,"Given a line segment, calculate the gradient where the gradient is a positive integer",261,Gradient as change in y over change in x,"What is the gradient of this line? ![A set of axes with a graph drawn on. The graph passes through the following points: (-3,-3) (-2,-2) (-1,-1) (0,0) (1,1) (2,2) and (3,3).]()",A,\( 0 \),0,D,\( 1 \),49,Algebra,54,Straight Line Graphs,261,Gradient as change in y over change in x,2500.0
283_C,283,947,"Given a line segment, calculate the gradient where the gradient is a positive integer",261,Gradient as change in y over change in x,"What is the gradient of this line? ![A set of axes with a graph drawn on. The graph passes through the following points: (-3,-3) (-2,-2) (-1,-1) (0,0) (1,1) (2,2) and (3,3).]()",C,\( x \),0,D,\( 1 \),49,Algebra,54,Straight Line Graphs,261,Gradient as change in y over change in x,2127.0
284_A,284,20,Write 5 digit numbers and above as words,202,Place Value,"How do you write this number in words?

\( 60302 \)",A,Six hundred and thirty-two,0,D,Sixty thousand three hundred and two,32,Number,144,Basic Arithmetic,202,Place Value,539.0
284_B,284,20,Write 5 digit numbers and above as words,202,Place Value,"How do you write this number in words?

\( 60302 \)",B,Six thousand three hundred and two,0,D,Sixty thousand three hundred and two,32,Number,144,Basic Arithmetic,202,Place Value,22.0
284_C,284,20,Write 5 digit numbers and above as words,202,Place Value,"How do you write this number in words?

\( 60302 \)",C,Sixty thousand and thirty-two,0,D,Sixty thousand three hundred and two,32,Number,144,Basic Arithmetic,202,Place Value,2546.0
285_A,285,1522,Rearrange formulae to change the subject where the subject appears once and two steps are needed,60,Rearranging Formula and Equations,Rearrange the following equation to make \( \omega \) the subject \( F=r \omega^{2} \),A,\( \omega=r F^{2} \),0,B,\( \omega=\sqrt{\frac{F}{r}} \),49,Algebra,156,Formula,60,Rearranging Formula and Equations,1214.0
285_C,285,1522,Rearrange formulae to change the subject where the subject appears once and two steps are needed,60,Rearranging Formula and Equations,Rearrange the following equation to make \( \omega \) the subject \( F=r \omega^{2} \),C,\( \omega=\sqrt{r F} \),0,B,\( \omega=\sqrt{\frac{F}{r}} \),49,Algebra,156,Formula,60,Rearranging Formula and Equations,1214.0
285_D,285,1522,Rearrange formulae to change the subject where the subject appears once and two steps are needed,60,Rearranging Formula and Equations,Rearrange the following equation to make \( \omega \) the subject \( F=r \omega^{2} \),D,\( \omega=\frac{\sqrt{F}}{r} \),0,B,\( \omega=\sqrt{\frac{F}{r}} \),49,Algebra,156,Formula,60,Rearranging Formula and Equations,256.0
286_B,286,452,Divide mixed number fractions in the form: Fraction ÷ Integer,232,Dividing Fractions,"\(
2 \frac{2}{3} \div 2
\)
Which of the following is a correct way to write the answer to this calculation?",B,\( 1 \frac{2}{3} \),0,A,\( 1 \frac{1}{3} \),32,Number,39,Fractions,232,Dividing Fractions,1418.0
286_C,286,452,Divide mixed number fractions in the form: Fraction ÷ Integer,232,Dividing Fractions,"\(
2 \frac{2}{3} \div 2
\)
Which of the following is a correct way to write the answer to this calculation?",C,\( 2 \frac{1}{3} \),0,A,\( 1 \frac{1}{3} \),32,Number,39,Fractions,232,Dividing Fractions,983.0
286_D,286,452,Divide mixed number fractions in the form: Fraction ÷ Integer,232,Dividing Fractions,"\(
2 \frac{2}{3} \div 2
\)
Which of the following is a correct way to write the answer to this calculation?",D,\( \frac{3}{4} \),0,A,\( 1 \frac{1}{3} \),32,Number,39,Fractions,232,Dividing Fractions,2359.0
287_B,287,2176,Identify a unit of time,209,Time,"Tom and Katie are discussing units of time 
Tom says days is a unit of time 
Katie says \( \mathrm{km} / \mathrm{h} \) is a unit of time 
Who is correct?",B,"Only
Katie",0,A,Only Tom,71,Geometry and Measure,98,Units of Measurement,209,Time,2507.0
287_C,287,2176,Identify a unit of time,209,Time,"Tom and Katie are discussing units of time 
Tom says days is a unit of time 
Katie says \( \mathrm{km} / \mathrm{h} \) is a unit of time 
Who is correct?",C,Both Tom and Katie,0,A,Only Tom,71,Geometry and Measure,98,Units of Measurement,209,Time,2507.0
287_D,287,2176,Identify a unit of time,209,Time,"Tom and Katie are discussing units of time 
Tom says days is a unit of time 
Katie says \( \mathrm{km} / \mathrm{h} \) is a unit of time 
Who is correct?",D,Neither is correct,0,A,Only Tom,71,Geometry and Measure,98,Units of Measurement,209,Time,1373.0
288_A,288,3391,Substitute negative integer values into formulae involving powers or roots,67,Substitution into Formula,"\(
F=3^{a}
\)

What is the value of \( F \) when \( a=-5 \) ?",A,\( -243 \),0,D,\( \frac{1}{243} \),49,Algebra,156,Formula,67,Substitution into Formula,433.0
288_B,288,3391,Substitute negative integer values into formulae involving powers or roots,67,Substitution into Formula,"\(
F=3^{a}
\)

What is the value of \( F \) when \( a=-5 \) ?",B,\( -\frac{1}{243} \),0,D,\( \frac{1}{243} \),49,Algebra,156,Formula,67,Substitution into Formula,433.0
288_C,288,3391,Substitute negative integer values into formulae involving powers or roots,67,Substitution into Formula,"\(
F=3^{a}
\)

What is the value of \( F \) when \( a=-5 \) ?",C,\( -15 \),0,D,\( \frac{1}{243} \),49,Algebra,156,Formula,67,Substitution into Formula,1792.0
289_A,289,3270,Multiply 3 digit integers by 1 digit integers using long multiplication,207,Written Multiplication,"Charlotte is trying to solve this problem using long multiplication.

What should replace the star as the tens digit in her final answer? \( 538 \times 7 \) \begin{tabular}{r|r|r|r|}
\(\space\) & \( 5 \) & \( 3 \) & \( 8 \) \\
\( \times \) & \(\space\) & \(\space\) & \( 7 \) \\
\hline & \(\space\) & \(\bigstar\) & \\
\hline
\end{tabular}",A,\( 1 \),0,B,\( 6 \),32,Number,144,Basic Arithmetic,207,Written Multiplication,350.0
289_C,289,3270,Multiply 3 digit integers by 1 digit integers using long multiplication,207,Written Multiplication,"Charlotte is trying to solve this problem using long multiplication.

What should replace the star as the tens digit in her final answer? \( 538 \times 7 \) \begin{tabular}{r|r|r|r|}
\(\space\) & \( 5 \) & \( 3 \) & \( 8 \) \\
\( \times \) & \(\space\) & \(\space\) & \( 7 \) \\
\hline & \(\space\) & \(\bigstar\) & \\
\hline
\end{tabular}",C,\( 0 \),0,B,\( 6 \),32,Number,144,Basic Arithmetic,207,Written Multiplication,1334.0
290_C,290,1288,Prove statements involving positive and negative numbers,1081,Algebraic Proof,Which of these could be used as a counter - example to disprove Katie's theory that \( 2 n^{2}-1 \) is positive?,C,\( 2(-2)^{2}-1 \),0,B,\( 2(0.5)^{2}-1 \),49,Algebra,62,Writing and Simplifying Expressions,1081,Algebraic Proof,1597.0
290_D,290,1288,Prove statements involving positive and negative numbers,1081,Algebraic Proof,Which of these could be used as a counter - example to disprove Katie's theory that \( 2 n^{2}-1 \) is positive?,D,\( 2(-1)^{2}-1 \),0,B,\( 2(0.5)^{2}-1 \),49,Algebra,62,Writing and Simplifying Expressions,1081,Algebraic Proof,1597.0
291_C,291,1454,Solve linear simultaneous equations requiring a scaling of both expressions,63,Simultaneous Equations,"What is the value of \( l \) in these simultaneous equations?
\(
\begin{array}{l}
2 l+3 m=13 \\
3 l+4 m=17
\end{array}
\)",C,\( l=1 \),0,A,\( l=-1 \),49,Algebra,154,Solving Equations,63,Simultaneous Equations,1510.0
292_D,292,440,Multiply proper fractions in the form: Fraction × Integer,212,Multiplying and Dividing Negative Numbers,\( \frac{1}{3} \times(-6)= \),D,\( -\frac{1}{18} \),0,C,\( -2 \),32,Number,42,Negative Numbers,212,Multiplying and Dividing Negative Numbers,78.0
293_A,293,3190,Represent an equation using a bar model,70,Writing Expressions,"Tom and Katie are discussing bar models. Tom says this bar model represents \( 5 x \) \begin{tabular}{l|l}
\hline \( 5 \) & \( x \) \\
\hline
\end{tabular} Katie says this bar model represents \( 5 x \) \begin{tabular}{l|l|l|l|l|}
\( x \) & \( x \) & \( x \) & \( x \) & \( x \) \\
\hline
\end{tabular} Who do you agree with?",A,Only Tom,0,B,Only Katie,49,Algebra,62,Writing and Simplifying Expressions,70,Writing Expressions,31.0
293_C,293,3190,Represent an equation using a bar model,70,Writing Expressions,"Tom and Katie are discussing bar models. Tom says this bar model represents \( 5 x \) \begin{tabular}{l|l}
\hline \( 5 \) & \( x \) \\
\hline
\end{tabular} Katie says this bar model represents \( 5 x \) \begin{tabular}{l|l|l|l|l|}
\( x \) & \( x \) & \( x \) & \( x \) & \( x \) \\
\hline
\end{tabular} Who do you agree with?",C,Both Tom and Katie,0,B,Only Katie,49,Algebra,62,Writing and Simplifying Expressions,70,Writing Expressions,31.0
293_D,293,3190,Represent an equation using a bar model,70,Writing Expressions,"Tom and Katie are discussing bar models. Tom says this bar model represents \( 5 x \) \begin{tabular}{l|l}
\hline \( 5 \) & \( x \) \\
\hline
\end{tabular} Katie says this bar model represents \( 5 x \) \begin{tabular}{l|l|l|l|l|}
\( x \) & \( x \) & \( x \) & \( x \) & \( x \) \\
\hline
\end{tabular} Who do you agree with?",D,Neither is correct,0,B,Only Katie,49,Algebra,62,Writing and Simplifying Expressions,70,Writing Expressions,31.0
294_A,294,3207,"Understand the terms equilateral and regular, and recognise the notation for regular polygons",84,Properties of Polygons,Tom and Katie are discussing regular polygons Tom says this is a regular polygon: ![A rhombus]() Katie says this is a regular polygon: ![A rectangle]() Who is correct?,A,"Only
Tom",0,D,Neither is correct,71,Geometry and Measure,174,2D Names and Properties of Shapes,84,Properties of Polygons,294.0
294_B,294,3207,"Understand the terms equilateral and regular, and recognise the notation for regular polygons",84,Properties of Polygons,Tom and Katie are discussing regular polygons Tom says this is a regular polygon: ![A rhombus]() Katie says this is a regular polygon: ![A rectangle]() Who is correct?,B,Only Katie,0,D,Neither is correct,71,Geometry and Measure,174,2D Names and Properties of Shapes,84,Properties of Polygons,2104.0
294_C,294,3207,"Understand the terms equilateral and regular, and recognise the notation for regular polygons",84,Properties of Polygons,Tom and Katie are discussing regular polygons Tom says this is a regular polygon: ![A rhombus]() Katie says this is a regular polygon: ![A rectangle]() Who is correct?,C,Both Tom and Katie,0,D,Neither is correct,71,Geometry and Measure,174,2D Names and Properties of Shapes,84,Properties of Polygons,570.0
295_B,295,981,"Given a positive x value, find the corresponding y value for curves in the form y = x² + c",265,Plotting Quadratics from Tables of Values,"This is a part of the table of values for the equation
\(
y=x^{2}-1
\) \begin{tabular}{|c|c|}
\hline\( x \) & \( 5 \) \\
\hline\( y \) & \( \color{gold}\bigstar \) \\
\hline
\end{tabular} What should replace the star?",B,\( 9 \),0,A,\( 24 \),49,Algebra,55,Quadratic Graphs,265,Plotting Quadratics from Tables of Values,2316.0
